best_epoch,best_validation_pr_auc,validation_roc_auc,validation_pr_auc,validation_precision,validation_recall,validation_f1,threshold,test_roc_auc,test_pr_auc,test_precision,test_recall,test_f1
1,0.7580830855311851,0.7409915127519322,0.7580830855311851,0.6698564593301436,0.8155339805825242,0.7355516637478109,0.28,0.604682288287365,0.6582383477133962,0.6046343229543809,0.6180606957809031,0.6112737920937042
