epoch,train_loss,validation_loss,validation_roc_auc,validation_pr_auc,learning_rate
1,0.44862023194091777,1.0198550786151261,0.7409915127519322,0.7580830855311851,0.0001
2,0.2844050511252767,1.5934787326660314,0.7809847734978833,0.7547234378360441,0.0001
3,0.2182657991307238,2.674763078881489,0.6763073099846261,0.6875501388505509,0.0001
4,0.1775995189689853,2.0213883344358843,0.7285618010656446,0.743377531527148,5e-05
5,0.12940942504906994,2.613724047207411,0.7285281047954005,0.7481324494844364,5e-05
6,0.10126377073251813,4.305221535326516,0.631516542762673,0.6522616242954987,5e-05
