xgb_weight,magnetogram_weight,threshold,roc_auc,pr_auc,accuracy,precision,recall,f1
0.2,0.8,0.48,0.6761847836159762,0.7532047578641737,0.6422126324048647,0.6636771300448431,0.6577777777777778,0.6607142857142857
